A99056900,https://github.com/dazookeeper/lab1.git,No
A11316080,https://github.com/tchung1995/lab1,No
A10468455,https://github.com/manuja95/lab1,No
A10755095,https://github.com/elteano/lab1,No
A11373490,https://github.com/JustineLin/lab1-1.git,Yes
A53089795,https://github.com/valoria/lab1,Yes
A13207571,https://github.com/hungale/lab1,No
A11338422,https://github.com/SLL6/lab1,No
A10564594,https://github.com/haw046/lab1,Yes
A11619384,https://github.com/parisdo/lab1,Yes
A98111334,https://github.com/aidaroff/lab1,Yes
A11667182,https://github.com/alexlouden29/lab1.git,No
A91087373,https://github.com/XRWei/lab1.git,No
A10586589,https://github.com/jamesjed/lab1,Yes
A99407185,https://github.com/daisy-aurora/lab1.git,Yes
A09999946,https://github.com/vmandocd/lab1.git,No
A11199532,https://github.com/warlands/lab1,No
A11755871,https://github.com/kannchea/lab1,Yes
A12348191,https://github.com/SOkunev/lab1,No
A10735863,https://github.com/Saebyuckbaan/lab1,Yes
A10486450,https://github.com/jnadendla/lab1.git,Yes
A98041487,https://github.com/codyli520/lab1,Yes
A10907393,https://github.com/hkathy/lab1,No
A10522430,https://github.com/jelybean/lab1.git,No
A10969725,https://github.com/tavishgrade/lab1,No
A10745120,https://github.com/aabu1/lab1.git,No
A11450728,https://github.com/SkyLoveWing/lab1.git,Yes
A12028616,https://github.com/aamirrasheed/lab1,No
A11986959,https://github.com/darrenlin9/lab1,No
A11172291,https://github.com/alex5004/lab1.git,No
A11258924,https://github.com/gac25/lab1,No
A09916814,https://github.com/jef-lau/lab1,Yes
A99052868,https://github.com/marisak/lab1,No
A11640493,https://github.com/darreneng/lab1.git,No
A11447850,https://github.com/michaelhohl/lab1,No
A99048469,https://github.com/raphaellu/lab1.git,Yes
A98022702,https://github.com/RuiqingQiu/lab1,Yes
A98099513,https://github.com/margaretwm3/lab1,Yes
A09831613,https://github.com/amthang/lab1.git,No
A98100246,https://github.com/blairlee2010/lab1.git,Yes
A10024365,https://github.com/miphan/lab1,Yes
A53042942,https://github.com/markdirish/lab1,Yes
A11209381,https://github.com/edenlin18/lab1,Yes
A10730199,https://github.com/Pjamas180/lab1,Yes
A98081621,https://github.com/tiwapong/lab1.git,No
A98061473,https://github.com/MartinGao/lab1,Yes
A10713613,https://github.com/ryanweng24/lab1,No
A11352343,https://github.com/Reeseman/lab1.git,Yes
A11239415,https://github.com/sarahvargas/lab1.git,No
A99023767,https://github.com/zhxy0091/lab1.git,Yes
A98023203,https://github.com/peterchen408/lab1,No
A53089102,https://github.com/weichen1027/lab1,Yes
A53101184,https://github.com/silviachyou/lab1,Yes
A98099860,https://github.com/Suri-momo/lab1.git,Yes
A10905854,https://github.com/phong94/lab1,No
A11410141,https://github.com/darmadoo/lab1,Yes
A11643637,https://github.com/danradovich/lab1.git,Yes
A10737929,https://github.com/bhaddad5/lab1,No
A11469438,https://github.com/tonyly/lab1,Yes
A11503205,https://github.com/dmsherwood22/lab1.git,No
A97012899,https://github.com/Mike-Griffin/lab1.git,Yes
A99088201,https://github.com/jeromecao/lab1,Yes
A10785284,https://github.com/dando17/lab1.git,No
A11687702,https://github.com/ksrijong/lab1,Yes
A11705971,https://github.com/anguy95/lab1.git,Yes
A99005806,https://github.com/Clairvoyantx/lab1,Yes
A99076567,https://github.com/antonqiu/lab1.git,Yes
A10694259,https://github.com/KathyVo/lab1,Yes
A11403305,https://github.com/chewbeccax/lab1.git,No
A11695449,https://github.com/patelanjali/lab1.git,No
A10759899,https://github.com/amoneill/lab1,No
A10796746,https://github.com/a-ning/lab1.git,Yes
A11583792,https://github.com/ndeagon/lab1,No
A10688332,https://github.com/nraghavan/lab1.git,No
A11350794,https://github.com/jsenar/lab1,Yes
A53090836,https://github.com/skedlaya/lab1.git,No
A12380034,https://github.com/Lee1/lab1.git,No
A99132038,https://github.com/lchow1/lab1,No
A11503796,https://github.com/gabemazerogers/lab1,Yes
A99132038,https://github.com/lchow1/lab1,No
A11862640,https://github.com/akalathil/lab1,No
A10985397,https://github.com/raj-al-ghul/lab1,Yes
A10583683,https://github.com/smhahn/lab1,No
A99132038,https://github.com/lchow1/lab1,No
A10543575,https://github.com/dxdttk/lab1.git,Yes
A10784781,https://github.com/e3chen/lab1.git,Yes
A10476807,https://github.com/kmgarriott/lab1,No
A10584942,https://github.com/grizzlyabel/lab1.git,No
A11743642,https://github.com/Blebell/lab1.git,No
A09831144,https://github.com/jgong1993/lab1,Yes
A10102919,https://github.com/k3luu/lab1.git,Yes
A10845997,https://github.com/bdtfitts/lab1,No
A11441360,https://github.com/dchour9/lab1,Yes
A09941796,https://github.com/amweaver/lab1,No
A10593301,https://github.com/hibc/lab1.git,Yes
A11628230,https://github.com/Ecrosh/lab1.git,No
A11230104,https://github.com/cynthiahong/lab1.git,No
A11695455,https://github.com/mfurio/lab1.git,No
A10573610,https://github.com/dianaho/lab1.git,No
A11404344,https://github.com/xiao5612327/lab1,Yes
A12432515,https://github.com/chw023/lab1,No
A11281894,https://github.com/Koshinryo/lab1.git,Yes
A53088789,https://github.com/Shanmathi23/lab1.git,No
A11001567,https://github.com/CharlesMejiaCruz/lab1,Yes
A12495867,https://github.com/lkp1802/lab1.git,Yes
A12071182,https://github.com/tutuan91/lab1.git,Yes
A08944717,https://github.com/lalew/lab1,No
A11386360,https://github.com/davidcluu/lab1,No
A10748387,https://github.com/lfpadill/lab1.git,No
A10558929,https://github.com/lmliu/lab1,No
A98029105,https://github.com/nancyjjn/lab1,No
A11231677,https://github.com/mqn008/lab1.git,Yes
A10851046,https://github.com/GGaddi/lab1.git,Yes
A10807547,https://github.com/adremarie/lab1,No
A10500196,https://github.com/jayoshih/lab1.git,Yes
A91052353,https://github.com/skapil682/lab1,Yes
A10060640,https://github.com/martininguyen/lab1,Yes
U07217399,https://github.com/wulfmeister/lab1,No
A10567420,https://github.com/alexie828/lab1.git,Yes
A10816532,https://github.com/jyp033/lab1.git,No
A09996192,C:\Users\Hi_kd_000\Documents\lab1\index.html,No
A10226031,https://github.com/jssheikh/lab1,Yes
A12028616,https://github.com/aamirrasheed/lab1,Yes
A11438576,https://github.com/lynnhao/lab1,Yes
A12479785,https://github.com/vanessa1022/lab1,No
A10744595,https://github.com/JennyUCSDCS/lab1,Yes
A53090425,https://github.com/agneev/lab1.git,Yes
A97082003,https://github.com/jit002/lab1.git,No
A11338100,https://github.com/jovanbonbon/lab1,No
A10560975,https://github.com/pattrick128/lab1,Yes
A08680828,https://github.com/Hadoukenneth/lab1.git,No
A10741982,https://github.com/rrecatto/lab1,Yes
A11441371,https://github.com/aprathna/lab1.git,Yes
A94071932,https://github.com/ealmada90/lab1,No
A10736403,https://github.com/tiffanyt/lab1,No
A10569163,https://github.com/dhyee/lab1,No
A10784781,https://github.com/e3chen/lab1.git,Yes
A09834680,https://github.com/eyhu/lab1.git,No
A99110391,https://github.com/arieeel1110/lab1,Yes
A11970626,https://github.com/swiftwind501/lab1.git,No
A10744595,https://github.com/JennyUCSDCS/lab1,Yes
A10523288,https://github.com/jfshiuan/lab1,Yes
A53095884,https://github.com/ruchikas/lab1.git,Yes
A09996192,https://github.com/dak040/lab1,No
A10640713,https://github.com/kyundoyle/lab1,No
A53091316,https://github.com/muybienw/lab1,Yes
A97082003,https://github.com/jit002/lab1,No
A53100198,https://github.com/weicliu/lab1,Yes
A11356259,https://github.com/Kyly/lab1,Yes
A11155997,https://github.com/crystalwhistle/lab1,Yes
A11042845,https://github.com/akahhaleh/lab1,Yes
A11337492,https://github.com/jal040/lab1.git,Yes
A11601357,https://github.com/ellenyang29/lab1.git,Yes
A53093235,https://github.com/daggarwa/lab1.git,Yes
A53092835,https://github.com/kandarpksk/lab1,Yes
A10567716,https://github.com/rwc002/lab1,Yes
A10907393,https://github.com/hkathy/lab1,Yes
A11726485,https://github.com/anniespark/lab1.git,Yes
A97021543,https://github.com/tsonmiramar/lab1.git,Yes
A10483254,https://github.com/serhiyvorobyov/lab1/tree/master/static,No
A12267638,https://github.com/ychris3737/lab1.git,Yes
A53089704,https://github.com/ein3108/lab1,Yes
A10776158,https://github.com/makman09/lab1,Yes
A53095884,https://github.com/ruchikas/lab1.git,Yes
A12444103,https://github.com/wscottmiller/lab1.git,Yes
A53102158,https://github.com/rahulramath/lab1.git,Yes
A11526947,https://github.com/cmballin/lab1.git,No
A09831613,https://github.com/amthang/lab1.git,Yes
A12043423,https://github.com/Epixyl/lab1,Yes
A11058322,https://github.com/Johnnynnnguyen/lab1,No
A98100314,https://github.com/aholson/lab1.git,No
A10893624,https://github.com/oegonzal/lab1,Yes
A11681899,https://github.com/FueledByLemons/lab1,No
A97084123,https://github.com/sabrynachang/lab1,Yes
A10690742,https://github.com/briannayamanaka/lab1,Yes
A10673040,https://github.com/AllanTheBenevolent/lab1,No
A09921987,https://github.com/kl0819/lab1.git,Yes
A11311552,https://github.com/boredguy88/lab1.git,No
A10816812,https://github.com/paulkim7/lab1,Yes
A10664579,https://github.com/any027/lab1.git,Yes
A11685067,https://github.com/IsraelCruz/lab1.git,No
A11618555,https://github.com/ryanjhill/lab1,Yes
A10546511,https://github.com/kcpan/lab1,Yes
A91117363,https://github.com/mikokitty/lab1,Yes
A99100288,https://github.com/jacksonfan/lab1,No
A10096902,https://github.com/forrestdelavega/lab1,Yes
A12043423,https://github.com/Epixyl/lab1,Yes
A99420007,https://github.com/santana69/lab1.git,Yes
A10200185,https://github.com/terranflame/lab1.git,Yes
A11227742,https://github.com/asarow/lab1,No
A99004346,https://github.com/aaronchien/lab1,Yes
A10164270,https://github.com/e9brown/lab1.git,No
A10694259,https://github.com/KathyVo/lab1,Yes
A12415880,https://github.com/cshmerli/lab1,No
A10873776,https://github.com/etienne212/lab1,No
A11418698,https://github.com/Filbird/lab1,No
A11165126,https://github.com/jjl014/lab1.git,No
